latitude,longitude,reflectivity_dbz,sweep_number,elevation_angle,rainfall_rate_mm_hr,rainfall_intensity_category,timestamp
23.748031,87.432282,59.0,0,0.5,278.557,Very Heavy,2025-04-27 00:22:33
21.308445,87.458459,59.0,0,0.5,278.557,Very Heavy,2025-04-27 00:22:33
22.306921,88.3697,59.0,0,0.5,278.557,Very Heavy,2025-04-27 00:22:33
20.558014,87.713397,59.0,0,0.5,278.557,Very Heavy,2025-04-27 00:22:33
22.969288,90.023816,59.0,0,0.5,278.557,Very Heavy,2025-04-27 00:22:33
21.144106,86.496535,59.0,0,0.5,278.557,Very Heavy,2025-04-27 00:22:33
21.677795,89.231651,59.0,0,0.5,278.557,Very Heavy,2025-04-27 00:22:33
23.288492,88.507692,59.0,0,0.5,278.557,Very Heavy,2025-04-27 00:22:33
21.908836,86.788472,59.0,0,0.5,278.557,Very Heavy,2025-04-27 00:22:33
21.547937,88.350526,59.0,0,0.5,278.557,Very Heavy,2025-04-27 00:22:33
20.77277,88.605614,59.0,0,0.5,278.557,Very Heavy,2025-04-27 00:22:33
21.137995,86.842503,59.0,0,0.5,278.557,Very Heavy,2025-04-27 00:22:33
21.829512,87.353523,59.0,0,0.5,278.557,Very Heavy,2025-04-27 00:22:33
24.020899,88.855638,59.0,0,0.5,278.557,Very Heavy,2025-04-27 00:22:33
22.916367,88.202087,59.0,0,0.5,278.557,Very Heavy,2025-04-27 00:22:33
22.385479,90.477389,59.0,0,0.5,278.557,Very Heavy,2025-04-27 00:22:33
22.586596,86.915234,59.0,0,0.5,278.557,Very Heavy,2025-04-27 00:22:33
21.346633,87.106754,59.0,0,0.5,278.557,Very Heavy,2025-04-27 00:22:33
22.410382,87.631136,59.0,0,0.5,278.557,Very Heavy,2025-04-27 00:22:33
23.61097,90.281616,59.0,0,0.5,278.557,Very Heavy,2025-04-27 00:22:33
22.964619,89.794997,59.0,0,0.5,278.557,Very Heavy,2025-04-27 00:22:33
21.943095,86.635846,59.0,0,0.5,278.557,Very Heavy,2025-04-27 00:22:33
21.846856,89.883209,59.0,0,0.5,278.557,Very Heavy,2025-04-27 00:22:33
22.655378,88.389434,59.0,0,0.5,278.557,Very Heavy,2025-04-27 00:22:33
22.247169,89.113048,59.0,0,0.5,278.557,Very Heavy,2025-04-27 00:22:33
21.828647,88.079256,59.0,0,0.5,278.557,Very Heavy,2025-04-27 00:22:33
